1 | Kazumi Himekawa | Welcome to Pia Carrot!! G.O. ~ Grand Open ~ | female | eroge
445 | Saki Saijou | Successor of Wind | female | eroge
446 | Saori Azuno | Successor of Wind | female | eroge
447 | Hinata | Pure Pure | female | eroge
448 | Takuya Midou | Pure Pure | male | eroge
449 | Miwa Yuuki | Pure Pure | female | eroge
450 | Sachi | Pure Pure | female | eroge
451 | Tobari | Pure Pure | female | eroge
452 | Manami Aihara | Immoral Emotion | female | eroge
453 | Naoki Aihara | Immoral Emotion | female | eroge
454 | Sayaka Aihara | Immoral Emotion | female | eroge
455 | Yuuka Aihara | Immoral Emotion | female | eroge
456 | Kasumi Asakura | BIN CAN darling | female | eroge
457 | Naho Hidaka | BIN CAN darling | female | eroge
458 | Tamaki Hidaka | BIN CAN darling | female | eroge
459 | Chizuru Tachibana | BIN CAN darling | female | eroge
460 | Kozue Tachibana | BIN CAN darling | female | eroge
461 | Akane Murohoshi | Natsuiro | female | eroge
462 | Maika Kurashige | Natsuiro | female | eroge
463 | Matsuri Irie | Natsuiro | female | eroge
464 | Sumomo Sakuraba | Natsuiro | female | eroge
465 | Ichi | Oni Kagura | female | eroge
467 | Suguru Kizima | Oni Kagura | male | eroge
468 | Uzuki Amagami | Oni Kagura | female | eroge
469 | Ayano Kazekiri | Day of Love | female | eroge
470 | Isami Anayama | Day of Love | female | eroge
471 | Jun Misato | Day of Love | male | eroge
472 | Kaori Sayagusa | Day of Love | female | eroge
473 | Maho Yoshioka | Day of Love | female | eroge
474 | Mao Hiiragi | Day of Love | male | eroge
475 | Kounosuke Matsudaira | Day of Love | male | eroge
476 | Michiru Hiiragi | Day of Love | female | eroge
477 | Nanaka Sayagusa | Day of Love | female | eroge
478 | Seiji Anayama | Day of Love | male | eroge
479 | Yayoi Mutou | Day of Love | female | eroge
480 | Ebel | Hitogata Ruins | female | eroge
481 | Diana | Hitogata Ruins | female | eroge
482 | Elly | Hitogata Ruins | female | eroge
483 | Kuno | Hitogata Ruins | male | eroge
484 | Macle | Hitogata Ruins | female | eroge
485 | Seika | Hitogata Ruins | female | eroge
486 | Sigrid | Hitogata Ruins | female | eroge
487 | Hotaru Nagaoka | Love Love Teatime | female | eroge
488 | Ikue Yamagami | Love Love Teatime | female | eroge
489 | Kasuri Oda | Love Love Teatime | female | eroge
490 | Satomi Nagaoka | Love Love Teatime | female | eroge
491 | Youko Watanabe | Love Love Teatime | female | eroge
492 | Yuki Watanabe | Love Love Teatime | female | eroge
493 | Kumi Aoi | Twin Way | female | eroge
494 | Ayano Takamine | Twin Way | female | eroge
495 | Erika Hamanaka | Twin Way | female | eroge
496 | Kasumi Mimura | Twin Way | female | eroge
497 | Mai Yazuki | Twin Way | female | eroge
498 | Miki Kitakouzi | Twin Way | female | eroge
499 | Moe Matsusita | Twin Way | female | eroge
500 | Sayumi Nakayama | Twin Way | female | eroge
501 | Alett | Aozora Majika!! | female | eroge
502 | Cornelia | Aozora Majika!! | female | eroge
503 | Edgar | Aozora Majika!! | male | eroge
504 | Ellen | Aozora Majika!! | female | eroge
505 | Fana | Aozora Majika!! | female | eroge
506 | Felix | Aozora Majika!! | male | eroge
507 | Miles | Aozora Majika!! | male | eroge
508 | Mercedes | Aozora Majika!! | female | eroge
509 | Mitsuha | Aozora Majika!! | male | eroge
510 | Paula | Aozora Majika!! | female | eroge
511 | Sue | Aozora Majika!! | female | eroge
512 | Tillina | Aozora Majika!! | female | eroge
513 | Azusa | Okaeshi Beast | female | eroge
514 | Hinata | Okaeshi Beast | female | eroge
515 | Dr. Crane | Neko Kawaigari! | female | eroge
516 | Faye | Neko Kawaigari! | female | eroge
517 | Norma | Neko Kawaigari! | female | eroge
518 | Umi | Neko Kawaigari! | female | eroge
519 | Minami Kaneko | Warui Koto Shitai | female | eroge
520 | Natsuki Fujii | Warui Koto Shitai | female | eroge
521 | Yuki Sagawa | Warui Koto Shitai | female | eroge
522 | Akane Shirogane | Their Styles | female | eroge
523 | Chisato Kayou | Their Styles | female | eroge
524 | Honoka Yumihiki | Their Styles | female | eroge
525 | Iori Shibahara | Their Styles | male | eroge
526 | Kotarou Togetsu | Their Styles | female | eroge
527 | Sakurako Ozemichi | Their Styles | female | eroge
528 | Seseri Yuki | Their Styles | female | eroge
529 | Kasui Sugiura | Their Styles | female | eroge
530 | Suzutsuki Akina | Their Styles | female | eroge
531 | Fumio Tanba | Their Styles | male | eroge
532 | Tobari Shirogane | Their Styles | female | eroge
533 | Ayako Midorikawa | Inran OL - Modae Naku - | female | eroge
534 | Misuzu Aoyama | Inran OL - Modae Naku - | female | eroge
535 | Saeko Kuroki | Inran OL - Modae Naku - | female | eroge
536 | Mellow | Relict 2 ~ Episode Moon ~ | female | eroge
537 | Mio | Relict 2 ~ Episode Moon ~ | female | eroge
538 | Nagi | Relict 2 ~ Episode Moon ~ | female | eroge
539 | Nayuta | Relict 2 ~ Episode Moon ~ | female | eroge
540 | Setsuna | Relict 2 ~ Episode Moon ~ | female | eroge
541 | Sion | Relict 2 ~ Episode Moon ~ | female | eroge
542 | Carl Weinberg | Men At Work 4 | male | eroge
543 | Kath | Men At Work 4 | female | eroge
545 | Lisetta Pages | Men At Work 4 | female | eroge
546 | Reina Crichton | Men At Work 4 | female | eroge
547 | Shizuho Ainsworth | Men At Work 4 | female | eroge
548 | Aimi Kishi | Princess Bride | female | eroge
549 | Kao Katsuragi | Princess Bride | female | eroge
550 | Haruna Ousaka | Princess Bride | female | eroge
551 | Kiyomi Kashima | Princess Bride | female | eroge
552 | Shieru Sakurami | Princess Bride | female | eroge
553 | Maricia | Torikago | female | eroge
554 | Namuchi | Torikago | female | eroge
555 | Shakuna | Torikago | female | eroge
556 | Shastra | Torikago | female | eroge
557 | Vimana | Torikago | female | eroge
558 | Ai Izumi | Mikokon | female | eroge
559 | Akemi Kasuga | Mikokon | female | eroge
560 | Isuzu Takachiho | Mikokon | female | eroge
561 | Misaki | Mikokon | female | eroge
562 | Asuka | Relict | female | eroge
563 | Hatsune | Relict | female | eroge
564 | Kaguya | Relict | female | eroge
565 | Karin | Relict | female | eroge
566 | Maito | Relict | male | eroge
567 | Rio | Relict | female | eroge
568 | Violette | Relict | female | eroge
569 | Anzu Nekonohito | Heaven Strada | female | eroge
570 | Alice Et Tserf | Heaven Strada | female | eroge
571 | Erika Ingeborg | Heaven Strada | female | eroge
572 | Kurisu Kaberimu Girugurimu | Heaven Strada | female | eroge
573 | Matrona Shekina | Heaven Strada | female | eroge
574 | Mitsu-chan | Heaven Strada | female | eroge
575 | Ruria Mariage Grandore | Heaven Strada | female | eroge
576 | Vardi Ereazal | Heaven Strada | male | eroge
577 | Saria | Heaven Strada | female | eroge
578 | Akira Yoshitsurugi | Metal Princess | female | eroge
579 | Crau Mo | Metal Princess | female | eroge
580 | Kei Asatsuki | Metal Princess | male | eroge
581 | Miki Kyandi | Metal Princess | female | eroge
582 | Ria Haoto | Metal Princess | female | eroge
583 | Shitoronado | Metal Princess | female | eroge
584 | Aoi Kitsunezuka | Syringe 2 | female | eroge
585 | Aya Kashiwagi | Syringe 2 | female | eroge
586 | Hinata Yuuzaki | Syringe 2 | female | eroge
587 | Ichiko Mukai | Syringe 2 | female | eroge
588 | Izumi Ikaruga | Syringe 2 | female | eroge
589 | Kaede Wakana | Syringe 2 | female | eroge
590 | Kirika Toudouin | Syringe 2 | female | eroge
591 | Natsuki Sasahara | Syringe 2 | female | eroge
592 | Reina Shiobana | Syringe 2 | female | eroge
593 | Sakurako Shindou | Syringe 2 | female | eroge
594 | Bess | Gun Sister | female | eroge
595 | Maria | Gun Sister | female | eroge
596 | Ruka | Gun Sister | female | eroge
597 | Silvia | Gun Sister | female | eroge
598 | Sophie | Gun Sister | female | eroge
599 | Miki | Shimai Tsuma | female | eroge
600 | Misako | Shimai Tsuma | female | eroge
601 | Kaori Hanaoka | Devote | female | eroge
602 | Mio Shimada | Devote | female | eroge
603 | Shiho Uchida | Devote | female | eroge
604 | Yuri Kimura | Devote | female | eroge
605 | Ayuno Amaya | Utsurigi Nanakoi Tenkiame | female | eroge
606 | Miu Amaya | Utsurigi Nanakoi Tenkiame | female | eroge
607 | Midori Atara | Utsurigi Nanakoi Tenkiame | female | eroge
608 | Shizuru Atara | Utsurigi Nanakoi Tenkiame | female | eroge
609 | Ellen Guydir | Utsurigi Nanakoi Tenkiame | female | eroge
610 | Fumiko Houami | Utsurigi Nanakoi Tenkiame | female | eroge
611 | Chika Iogi | Utsurigi Nanakoi Tenkiame | female | eroge
612 | Kazusa Kagari | Utsurigi Nanakoi Tenkiame | female | eroge
613 | Hiyori Saginomiya | Utsurigi Nanakoi Tenkiame | female | eroge
614 | Makiyo Tsuruno | Utsurigi Nanakoi Tenkiame | female | eroge
615 | Hana Yachikojima | Utsurigi Nanakoi Tenkiame | female | eroge
616 | Ren Yachikojima | Utsurigi Nanakoi Tenkiame | male | eroge
617 | Hina Atsumi | Sukumizu 2 | female | eroge
618 | Kae Yasukouchi | Sukumizu 2 | female | eroge
619 | Mika Bluemeir Polish | Sukumizu 2 | female | eroge
620 | Piko | Sukumizu 2 | female | eroge
621 | Sena Hitomi | Sukumizu 2 | female | eroge
622 | Yomi Hitomi | Sukumizu 2 | female | eroge
623 | Alise Rinderufan | Tenkuu no Symphonia 2 | female | eroge
624 | Ascalon | Tenkuu no Symphonia 2 | female | eroge
625 | Makie | Tenkuu no Symphonia 2 | female | eroge
626 | Marion Coppelia | Tenkuu no Symphonia 2 | female | eroge
627 | Miria Furoihaimu | Tenkuu no Symphonia 2 | female | eroge
628 | Sylphine | Tenkuu no Symphonia 2 | female | eroge
629 | Shonmao Ronron | Tenkuu no Symphonia 2 | female | eroge
630 | Will Furoihaim | Tenkuu no Symphonia 2 | male | eroge
631 | Urushi Suiouji | Tenkuu no Symphonia 2 | female | eroge
632 | Alouette Rune | Tenkuu no Symphonia | female | eroge
633 | Milfaria Furoihaimu | Tenkuu no Symphonia | female | eroge
634 | Miori Hoozuki | Tenkuu no Symphonia | female | eroge
635 | Noel Shigurudoa | Tenkuu no Symphonia | female | eroge
636 | Lumiere Fondoberute | Tenkuu no Symphonia | female | eroge
637 | Kamijo | Reconquista | male | eroge
638 | Kureha Akizuki | Reconquista | female | eroge
639 | Mahoko Hatori | Reconquista | female | eroge
640 | Tomoko Hatori | Reconquista | female | eroge
641 | Masaki Yoshimori | Reconquista | female | eroge
642 | Momiji Makino | Reconquista | female | eroge
643 | Nanako Tamura | Reconquista | female | eroge
644 | Shiina Kasugai | Reconquista | female | eroge
645 | Shiomi | Reconquista | male | eroge
646 | Midori Yasima | Reconquista | female | eroge
647 | Celes Alford | Precious Last Summer Party | female | eroge
648 | Hotori Nojima | Precious Last Summer Party | female | eroge
649 | Madoka Kobayakawa | Precious Last Summer Party | female | eroge
650 | Miri Inui | Precious Last Summer Party | female | eroge
651 | Yukako Shinonome | Precious Last Summer Party | female | eroge
652 | Ivis Lentil | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
653 | Jessica Faience | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
654 | Laiss | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
655 | Mariemaia Glory | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
656 | Mint Lentil | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
657 | Mireille Brilliant | Majokko a la Mode II ~ Hikari to Yami no Etranger ~ | female | eroge
658 | Akane Higurashi | Mai-HiME - The Genealogical Tree of Fate | female | visual
659 | Mashiro Kasahana | Mai-HiME - The Genealogical Tree of Fate | female | visual
660 | Mai Tokiha | Mai-HiME - The Genealogical Tree of Fate | female | visual
661 | Mikoto Minagi | Mai-HiME - The Genealogical Tree of Fate | female | visual
662 | Miyu Greer | Mai-HiME - The Genealogical Tree of Fate | female | visual
663 | Mutsumi Kujou | Mai-HiME - The Genealogical Tree of Fate | female | visual
664 | Nagi Homura | Mai-HiME - The Genealogical Tree of Fate | male | visual
665 | Natsuki Kuga | Mai-HiME - The Genealogical Tree of Fate | female | visual
666 |  | Mai-HiME - The Genealogical Tree of Fate | male | visual
667 | Sakuya Amakawa | Mai-HiME - The Genealogical Tree of Fate | female | visual
668 | Alyssa Searrs | Mai-HiME - The Genealogical Tree of Fate | female | visual
669 | Shizuru Fujino | Mai-HiME - The Genealogical Tree of Fate | female | visual
670 | Midori Sugiura | Mai-HiME - The Genealogical Tree of Fate | female | visual
671 | Takumi | Mai-HiME - The Genealogical Tree of Fate | male | visual
672 | Nao Yuuki | Mai-HiME - The Genealogical Tree of Fate | female | visual
673 | Kana | Lemon Canaria | female | eroge
674 | Karen | Lemon Canaria | female | eroge
675 | Ming | Lemon Canaria | female | eroge
676 | Sakie Kiryuu | Lemon Canaria | female | eroge
677 | Yuki | Lemon Canaria | female | eroge
678 | Haruna Sagimoto | Last Order | female | eroge
679 | Kanae Ogata | Last Order | female | eroge
680 | Manami Kondou | Last Order | female | eroge
681 | Toshihiko Nanjou | Last Order | male | eroge
682 | Natsuki Tomahara | Last Order | female | eroge
683 | Ryouko Mikage | Last Order | female | eroge
684 | Tomoko Takayanagi | Last Order | female | eroge
685 | Haruka Yumesaki | Saishuu Shiken Kujira | female | eroge
686 | Kaguya Kagura | Saishuu Shiken Kujira | female | eroge
687 | Kujira no Shoujo / Sae Nagumo | Saishuu Shiken Kujira | female | eroge
688 | Kurumi Haibara | Saishuu Shiken Kujira | female | eroge
689 | Mika Motegi | Saishuu Shiken Kujira | female | eroge
690 | Niina Mikage | Saishuu Shiken Kujira | female | eroge
691 | Yuka Motegi | Saishuu Shiken Kujira | female | eroge
692 | Yuu Asakura | Konatayori Kanatamade | female | eroge
693 | Izumi Kashima | Konatayori Kanatamade | female | eroge
694 | Hatae Kokonoe | Konatayori Kanatamade | female | eroge
695 | Christel 'Chris' V. Marie | Konatayori Kanatamade | female | eroge
696 | Kanae Sakura | Konatayori Kanatamade | female | eroge
697 | Kazushi Chikazawa | In The Warehouse | male | eroge
698 | Yoriko Chikazawa | In The Warehouse | female | eroge
699 | Yui Chikazawa | In The Warehouse | female | eroge
700 | Aki Tsuzuki | In The Warehouse | female | eroge
701 | Yuuki Tsuzuki | In The Warehouse | male | eroge
702 | Kikyou Takahama | Kafu | female | eroge
703 | Misaki Hishinuma | Kafu | female | eroge
704 | Rio Arakawa | Kafu | female | eroge
705 | Suzune Saginomiya | Kafu | female | eroge
706 | Yayoi Kinoshita | Kafu | female | eroge
707 | Asuka Shiratori | Izumo 2 | female | eroge
708 | Kotono Shiratori | Izumo 2 | female | eroge
709 | Meibel Nash | The Mystic Archives of Dantalian | female | anime
710 | Sakuya | Izumo 2 | female | eroge
711 | Seri Oosu | Izumo 2 | female | eroge
712 | Takeru Yagi | Izumo 2 | male | eroge
713 | Takeshi Yamato | Izumo 2 | male | eroge
714 | Ayumi Hiiragi | White Breath ~ With Faint Hope ~ | female | eroge
715 | Mio Ichinose | White Breath ~ With Faint Hope ~ | female | eroge
716 | Nagisa Toomine | White Breath ~ With Faint Hope ~ | female | eroge
717 | Nonoka Asaba | White Breath ~ With Faint Hope ~ | female | eroge
718 | Chitose Komahashi | Little Little Election | female | eroge
719 | Aline Kozue | Hito Yume | female | eroge
720 | Hikaru Takasegawa | Hito Yume | female | eroge
721 | Mari Takadera | Hito Yume | female | eroge
722 | Miku Sakakibara | Hito Yume | female | eroge
723 | Mizuki Hiki | Hito Yume | female | eroge
724 | Sawako Michigami | Hito Yume | female | eroge
725 | Seika Hata | Hito Yume | female | eroge
726 | Shinobu Usui | Hito Yume | female | eroge
727 | Touko Makane | Hito Yume | female | eroge
728 | Yui Sakakibara | Hito Yume | female | eroge
729 | Itaru Asuka | Bukatsu Kikaku | female | eroge
730 | Rin Ayashiro | Bukatsu Kikaku | female | eroge
731 | Ai Hoshiba | Bukatsu Kikaku | female | eroge
732 | Fumi Houzuki | Bukatsu Kikaku | female | eroge
733 | Kotoho Hozumi | Bukatsu Kikaku | female | eroge
734 | Yuuho Hozumi | Bukatsu Kikaku | female | eroge
735 | Kaori Ichikawa | Bukatsu Kikaku | female | eroge
736 | Tsubasa Kakedori | Bukatsu Kikaku | female | eroge
737 | Sayu Kiyomizu | Bukatsu Kikaku | female | eroge
738 | Keiko Kouguchi | Bukatsu Kikaku | female | eroge
739 | Maya Kurotaki | Bukatsu Kikaku | female | eroge
740 | Suzuri Mamagi | Bukatsu Kikaku | female | eroge
741 | Mizue Masago | Bukatsu Kikaku | female | eroge
742 | Mei Renjou | Bukatsu Kikaku | female | eroge
743 | Shizuru Takiguchi | Bukatsu Kikaku | female | eroge
744 | Nagomi Toonone | Bukatsu Kikaku | female | eroge
745 | Fubuki Suzutani | Little Little Election | male | eroge
746 | Yayoi Kashihara | Little Little Election | female | eroge
747 | Sanae Ibuki | Little Little Election | female | eroge
748 | Fuuna | Little Little Election | female | eroge
749 | Yoshino Kasuga | White Breath ~ With Faint Hope ~ | female | eroge
750 | Wakaba Suzutani | Little Little Election | female | eroge
751 | Maho Fujimori | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
752 | Yuuna Hayase | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
753 | Sayo Kurokawa | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
754 | Motoko Mizushima | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
755 | Manami Nakahara | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
756 | Yoriko Takitou | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
757 | Mikuru Yura | Hello Good-bye! ~ Otoko Tomodachi Onna Tomodachi ~ | female | eroge
758 | Miyu Ayuchi | Devote 2 ~ Ikenai Houkago ~ | female | eroge
759 | Mizuho Kasugai | Devote 2 ~ Ikenai Houkago ~ | female | eroge
760 | Noeri Nakae | Devote 2 ~ Ikenai Houkago ~ | female | eroge
761 | Ryouko Kushiro | Devote 2 ~ Ikenai Houkago ~ | female | eroge
762 | Shizuka Shindou | Devote 2 ~ Ikenai Houkago ~ | female | eroge
763 | Urara Seto | Devote 2 ~ Ikenai Houkago ~ | female | eroge
764 | Hijiri Nakahane | AR ~ Forgotten Summer ~ | female | eroge
765 | Ken Sukitani | AR ~ Forgotten Summer ~ | male | eroge
766 | Koji Kondo | AR ~ Forgotten Summer ~ | male | eroge
767 | Medes | AR ~ Forgotten Summer ~ | female | eroge
768 | Miyako Asuka | AR ~ Forgotten Summer ~ | female | eroge
769 | Nana Matsuya | AR ~ Forgotten Summer ~ | female | eroge
770 | Nameless girl | AR ~ Forgotten Summer ~ | female | eroge
771 | Rou | AR ~ Forgotten Summer ~ | male | eroge
772 | Rin Yoshino | AR ~ Forgotten Summer ~ | female | eroge
773 | Seizo Sako | AR ~ Forgotten Summer ~ | male | eroge
774 | Shou Sukitani | AR ~ Forgotten Summer ~ | male | eroge
775 | Rou Ihagi | AR ~ Forgotten Summer ~ | male | eroge
776 | Tsumire Shirakawa | AR ~ Forgotten Summer ~ | female | eroge
777 | Aleksei | Guren ni Somaru Gin no Rozario | male | eroge
778 | Clara Arisaka Weber | Guren ni Somaru Gin no Rozario | female | eroge
779 | Mary Arisaka Weber | Guren ni Somaru Gin no Rozario | female | eroge
780 | Oniroku Godai | Guren ni Somaru Gin no Rozario | male | eroge
781 | Shinnosuke Mochida | Guren ni Somaru Gin no Rozario | male | eroge
782 | Kazuki Nakazato | Guren ni Somaru Gin no Rozario | female | eroge
783 | Kanae Sakura | Guren ni Somaru Gin no Rozario | female | eroge
